profile,segment,decisionCount,executedCount,wins,losses,stake,pnl,maximumSinglePositionContribution,roiPct,pnlSharePct,averageContribution
"DYNAMIC_LEDGER","historical:v1:4251c5c5617cde79e831653193bd2b87e0b495becaa218f04e4255a8e490cb75","1","1","0","1","0.94924245","-0.94924245","-0.94924245","-100","-2.15551288","-0.94924245"
"DYNAMIC_LEDGER","historical:v1:bba9958f46f2f2ddab9d9b3e20ba0d2d8b61d8d69562ef06231f0fae2f39f19f","1","1","0","1","0.94924245","-0.94924245","-0.94924245","-100","-2.15551288","-0.94924245"
"DYNAMIC_LEDGER","historical:v1:14dddd99f7309535765058d4b5f5bf637619aaa250f34115141930886616c3bf","1","1","0","1","1.04293943","-1.04293943","-1.04293943","-100","-2.36827733","-1.04293943"
"DYNAMIC_LEDGER","historical:v1:170894fdc7a907250557679c5ae2b595cafda4dcc09bfb9ab5893468d166a2c5","1","1","0","1","1.04293943","-1.04293943","-1.04293943","-100","-2.36827733","-1.04293943"
"DYNAMIC_LEDGER","historical:v1:3658d9f1579362193e2333eaa34dc5e94cbe0c9f337365167c352de0fe539e64","1","1","0","1","1.04293943","-1.04293943","-1.04293943","-100","-2.36827733","-1.04293943"
"DYNAMIC_LEDGER","historical:v1:f1e8cff7c1169a72f0a14575b78ab8f2dfc2e62511d1844071665857f5a11b18","1","1","0","1","1.04293943","-1.04293943","-1.04293943","-100","-2.36827733","-1.04293943"
"DYNAMIC_LEDGER","historical:v1:04ab2bc5ce518fdb4b3a49031fa26efee5ab0a81690071682fc3da00d4f44a60","1","1","0","1","1.0663833","-1.0663833","-1.0663833","-100","-2.42151301","-1.0663833"
"DYNAMIC_LEDGER","historical:v1:48d3531fe554aafc5443faa6950a6deaaad7465526663399f0179c3d15100c73","1","1","0","1","1.0663833","-1.0663833","-1.0663833","-100","-2.42151301","-1.0663833"
"DYNAMIC_LEDGER","historical:v1:8a6b5eaeaf25e6f9bfcec5cde0931cc23cb6f54c3af1cde205ebb64dfb9a1114","1","1","0","1","1.0663833","-1.0663833","-1.0663833","-100","-2.42151301","-1.0663833"
"DYNAMIC_LEDGER","historical:v1:fe983c6876d47cf5f0d809c695c22e33292ce68573563c1a98fc59da368f99b6","1","1","0","1","1.0663833","-1.0663833","-1.0663833","-100","-2.42151301","-1.0663833"
"DYNAMIC_LEDGER","historical:v1:0fafd67281e9d0429346d425660b69e3ed7be40adecd5daac0360c0ae7c4ac75","1","1","0","1","1.17962093","-1.17962093","-1.17962093","-100","-2.67864982","-1.17962093"
"DYNAMIC_LEDGER","historical:v1:d50318c8aff66e659ebf5da25937df3633451f6e949e998658cde7485400a4c9","1","1","0","1","1.17962093","-1.17962093","-1.17962093","-100","-2.67864982","-1.17962093"
"DYNAMIC_LEDGER","historical:v1:e7aaddc1efe0345f5d6e9eb137e4af57ae9bccb2f6236db107cef91fd0b02b21","1","1","0","1","1.17962093","-1.17962093","-1.17962093","-100","-2.67864982","-1.17962093"
"DYNAMIC_LEDGER","historical:v1:55c07e91e5c1cbfdf27126b78224aa0d997c2c8cd5b6d9e4e7760dda726c1826","1","1","0","1","1.29927919","-1.29927919","-1.29927919","-100","-2.95036641","-1.29927919"
"DYNAMIC_LEDGER","historical:v1:72480bc67cbc0b7fbb1b4d2e7b4fd6c4ef71141c8121ec1caea5ee7f022f6ffc","1","1","0","1","1.29927919","-1.29927919","-1.29927919","-100","-2.95036641","-1.29927919"
"DYNAMIC_LEDGER","historical:v1:a3648643d46e04b352d5bddd240204bdd5331733f8bf681be9e047a574703a9e","1","1","0","1","1.29927919","-1.29927919","-1.29927919","-100","-2.95036641","-1.29927919"
"DYNAMIC_LEDGER","historical:v1:e446bf7e805f88b591e1cbde7a7e614c068a51834b6f41ebd68e26c2ff73e852","1","1","0","1","1.29927919","-1.29927919","-1.29927919","-100","-2.95036641","-1.29927919"
"DYNAMIC_LEDGER","historical:v1:f651e30274a7a9151c8441bccf00d2c14546ff3f7fe7e76ee813ce8978c3d75e","1","1","0","1","1.29927919","-1.29927919","-1.29927919","-100","-2.95036641","-1.29927919"
"DYNAMIC_LEDGER","historical:v1:20439111c34db82fa710b64a2e3b49846da770ce1cf984e956fac8acd8c4317c","1","1","0","1","1.37988972","-1.37988972","-1.37988972","-100","-3.13341451","-1.37988972"
"DYNAMIC_LEDGER","historical:v1:58dea7f1d41c07c3c1e9d3a29389906c30b5c4c74e255b11be967933ba98005e","1","1","0","1","1.37988972","-1.37988972","-1.37988972","-100","-3.13341451","-1.37988972"
"DYNAMIC_LEDGER","historical:v1:a814732463610a09842e98015b39399a244273cddde2f82bb723cb2b7d963785","1","1","0","1","1.37988972","-1.37988972","-1.37988972","-100","-3.13341451","-1.37988972"
"DYNAMIC_LEDGER","historical:v1:ba743a1257768941f09064182a8b36e3e5b31aa36b15131181df398301a46f64","1","1","0","1","1.37988972","-1.37988972","-1.37988972","-100","-3.13341451","-1.37988972"
"DYNAMIC_LEDGER","historical:v1:0b8ac889027c430ec250d68a630d93f702bdf33de7386bb3b85e74e56db2c9ca","1","1","0","1","1.41401689","-1.41401689","-1.41401689","-100","-3.21090953","-1.41401689"
"DYNAMIC_LEDGER","historical:v1:309527c6b8ee1c605d3c6e9deaf2ea4e3bf4517b7bee770b8021e91eabb20feb","1","1","0","1","1.41401689","-1.41401689","-1.41401689","-100","-3.21090953","-1.41401689"
"DYNAMIC_LEDGER","historical:v1:5a226e09b1367701f294cdaa4a89410fa2d98d1c7ccc5255a5d60d018053ddc2","1","1","0","1","1.41401689","-1.41401689","-1.41401689","-100","-3.21090953","-1.41401689"
"DYNAMIC_LEDGER","historical:v1:601b4dead21e0299e21b0d7afb3cca333e15bdfd7f85d291f6e695e2ae727747","1","1","0","1","1.41401689","-1.41401689","-1.41401689","-100","-3.21090953","-1.41401689"
"DYNAMIC_LEDGER","historical:v1:b8df2fbef5d60372bebbf7d8d3588219ee1b16e022e92806d925cf3d0b03acbc","1","1","0","1","1.41401689","-1.41401689","-1.41401689","-100","-3.21090953","-1.41401689"
"DYNAMIC_LEDGER","historical:v1:cd97977ec4d1dff8e1eaefe4f3cbb2af04c0bc71e877f7a36afd6ad8790c8fd1","1","1","0","1","1.41401689","-1.41401689","-1.41401689","-100","-3.21090953","-1.41401689"
"DYNAMIC_LEDGER","historical:v1:0a03f686638ceec8b444f8dda351368fe0c51d3f59909c073df0f83539492485","1","1","0","1","1.53044874","-1.53044874","-1.53044874","-100","-3.47529968","-1.53044874"
"DYNAMIC_LEDGER","historical:v1:8869163bcb636cb13c1dfcec910c278967598b6cb44b091092dff82e0bd33ae9","1","1","0","1","1.53044874","-1.53044874","-1.53044874","-100","-3.47529968","-1.53044874"
"DYNAMIC_LEDGER","historical:v1:8f85ba19559bd0fdb8935c9b0df8aeb55e826eac8af83766e4ae48f364839d91","1","1","0","1","1.53044874","-1.53044874","-1.53044874","-100","-3.47529968","-1.53044874"
